review_id,restaurant_id,restaurant_name,review_text,sentiment,mentioned_dishes,positive_points,negative_points,occasion_hint,price_comment,waiting_time_comment,source_type,source_url,created_at,review_weight,notes
rev_r017_05,r017,BRUN不然-信義店(捷運大安站),顧客第一次來用餐，認為雖然餐點不便宜，但環境乾淨整潔，窗邊景色帶有表參道風格，上餐速度快，廁所也乾淨，附近停車相對方便，一樓還有服飾店可逛。整體感受不錯，但若餐點價格能再低一些會更好。,positive,早午餐|飲品,clean environment|stylish interior|good view|fast serving|clean restroom|parking nearby|shopping nearby|good atmosphere,expensive|price could be lower,brunch|date|friends gathering|photo-friendly meal|shopping meal,over NT$1000,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r018_01,r018,光司DATE 義大利麵 大安店,顧客認為餐點好吃，特別喜歡煙燻培根白醬。若想吃更飽可以升級套餐，例如紅茶加薯條。店內二樓座位較多，也有適合一個人用餐的位置，整體適合想吃義大利麵或簡單一人用餐的人。,positive,煙燻培根白醬|紅茶|薯條,good pasta|smoked bacon cream sauce|set upgrade available|solo-friendly seating|second-floor seating,none,solo meal|casual lunch|casual dinner|pasta craving,reasonable,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r018_02,r018,光司DATE 義大利麵 大安店,顧客第一次用餐，認為餐期人多但上餐速度快，份量很大。不過炸物疑似先炸好，出餐時已經冷掉；粉紅醬雞肉麵醬汁偏水，麵心偏粉，松露燉飯味道不錯但有濕黏結塊問題。服務方面，收取 10% 清潔服務費，但送餐動線與提醒不足，讓顧客覺得服務體驗不佳。,mixed,松露燉飯|雞肉|粉紅醬雞肉麵|套餐|炸物|雞塊,large portion|fast serving|truffle risotto flavor is good|many king oyster mushrooms,cold fried food|watery sauce|pasta texture powdery|risotto clumped|service issue|10 percent service fee concern|rushed serving,friends meal|casual dinner|pasta meal,NT$400-600,within 10 minutes,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r018_03,r018,光司DATE 義大利麵 大安店,顧客二訪時仍覺得餐點整體美味，但章魚燒口味義大利麵調味明顯過鹹，導致用餐過程需要一直喝水，最後難以吃完。整體來說口味創意仍被肯定，但調味穩定度需要改善。,mixed,章魚燒義大利麵,creative pasta flavor|food is generally tasty,too salty|flavor inconsistency|hard to finish,pasta craving|casual meal,reasonable,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r018_04,r018,光司DATE 義大利麵 大安店,顧客認為這是一家可愛、有個性且溫馨的小店。義大利麵口味特別，用料和風味有創意融合感，份量也足，因此受到學生喜愛。服務恰到好處，誠懇且讓人自在，整體體驗佳，願意再次回訪。,positive,義大利麵,creative pasta|unique flavor|large portion|student-friendly|cozy atmosphere|friendly service|worth revisiting,none,student meal|friends dinner|casual dinner|pasta craving,NT$200-400,no wait,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r018_05,r018,光司DATE 義大利麵 大安店,顧客認為如果不加點蛤蜊增量或特殊口味，義大利麵價格可以低於 200 元，整體相當划算。座位間距舒適不擁擠，採光良好，用餐環境舒服，冷氣也很強。適合午餐、朋友聚餐或想找舒適義大利麵店的人。,positive,義大利麵|蛤蜊增量,good value|affordable pasta|comfortable seating|not crowded|good natural light|strong air conditioning|comfortable environment,special flavors may increase price,lunch|friends meal|casual pasta meal|student meal,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r019_01,r019,摩斯漢堡 大安店,顧客認為這間門市座位不多、空間迷你，裝潢有歲月感，椅子略黏，廁所乾淨但老舊。不過座位點餐方便，男店員服務親切有禮，整體表現仍不錯。,mixed,早午餐|飲料,convenient table ordering|friendly staff|clean restroom|quiet enough for conversation,small space|old interior|sticky chairs|limited seats,quick brunch|solo meal|casual meal|quiet meal,reasonable,within 10 minutes,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r019_02,r019,摩斯漢堡 大安店,顧客在午餐時段內用，特別稱讚店員服務細心又親切，在餐飲業人力吃緊的情況下仍提供很好的用餐體驗。當天店內不悶熱，整體氣氛安靜舒適。,positive,午餐|飲料,friendly service|attentive staff|quiet atmosphere|comfortable indoor dining,none,solo lunch|quick lunch|casual meal,reasonable,within 10 minutes,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r019_03,r019,摩斯漢堡 大安店,顧客對櫃檯服務與出餐流程不滿，認為店員找錢方式不佳，餐點等待時間偏久，內用流程也不如預期，例如沒有先提供托盤與飲料。整體對服務訓練與用餐體驗評價很低。,negative,餐點|飲料,very quiet,service issue|slow serving|poor counter attitude|unclear dine-in process|training concern,casual meal|quick meal,reasonable,no wait but food slow,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r019_04,r019,摩斯漢堡 大安店,顧客點了明太子薯條，但認為明太子醬份量太少，剩下薯條想要番茄醬時被門市拒絕，因此覺得服務彈性不足，用餐體驗不佳。,negative,明太子薯條|番茄醬,none,too little sauce|service inflexible|poor condiment support|plain fries,snack|quick meal,reasonable,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r019_05,r019,摩斯漢堡 大安店,顧客在週四晚上內用，店內客人不多，環境乾淨且有廁所。店員願意協助將巴斯克乳酪蛋糕稍微加熱，微溫後口感更好。顧客推薦 V 型薯條、摩斯熱可可、焦糖布丁與巴斯克乳酪蛋糕。,positive,V型薯條|摩斯熱可可|焦糖布丁|巴斯克乳酪蛋糕,clean environment|not crowded|helpful staff|good dessert|good snack options|restroom available,none,quick dinner|snack|solo meal|dessert break,NT$200-400,no crowd,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r020_01,r020,樂漢堡美式餐廳 台北大安店,顧客帶家人用餐，點了風味起司漢堡、經典樂漢堡與早午餐系列，整體餐點表現好，尤其漢堡受到大人與小孩喜歡。店員服務親切，餐點解說詳細，環境是開放式廚房，但座位略小。整體體驗不錯，願意再訪。,positive,風味起司漢堡|經典樂漢堡|早午餐,good burger|family-friendly|friendly service|detailed explanation|open kitchen|worth revisiting,small seats,family meal|brunch|casual lunch|burger craving,NT$200-400,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r020_02,r020,樂漢堡美式餐廳 台北大安店,顧客認為店內空間不大，油煙系統可能不足，用餐後身上有油煙味。漢堡肉厚且第一口會爆汁，但後味有些血水味，口感也不如期待中的手打筋道。細薯表現不錯但份量偏少，以價格來看 CP 值偏低，再訪意願不高。,negative,漢堡肉|細薯,juicy burger patty|good thin fries,oily smell|poor ventilation|slight bloody aftertaste|texture below expectation|small fries portion|low CP value,casual dinner|burger meal,NT$200-400,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r020_03,r020,樂漢堡美式餐廳 台北大安店,顧客認為店內環境偏小、座位不多，店員態度還算親切。風味起司牛肉漢堡與加州陽光酪梨牛肉漢堡的漢堡排多汁且味道不會太鹹。不過附餐薯條炸得偏硬，沙拉醬過多，內用油煙味重，影響用餐舒適度。,mixed,風味起司牛肉漢堡|加州陽光酪梨牛肉漢堡|附餐薯條|沙拉,juicy burger patty|balanced seasoning|friendly staff,small space|limited seats|hard fries|too much salad dressing|heavy oily smell|poor ventilation,burger dinner|friends meal|casual dinner,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r020_04,r020,樂漢堡美式餐廳 台北大安店,顧客點了商午蕃茄紅醬義大利麵與低脂雞肉漢堡。義大利麵被認為蕃茄罐頭味較明顯，但其他部分尚可；低脂雞肉漢堡雞肉不柴、口感不錯，也有飽足感。店內品項豐富，整體仍願意再訪。,mixed,商午蕃茄紅醬義大利麵|低脂雞肉漢堡,good chicken burger|not dry chicken|filling meal|many menu options|worth revisiting,tomato sauce tastes canned,casual lunch|burger lunch|pasta lunch,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r020_05,r020,樂漢堡美式餐廳 台北大安店,顧客點了超邋遢老喬漢堡與搖滾雙醬漢堡，認為辣肉醬普通，但漢堡肉多汁；花生醬味道突出，蔓越莓醬較不明顯。整體份量足、食材新鮮，酸黃瓜搭配剛好，細薯酥脆好吃，粗薯普通，店內空氣流通稍差且有油煙味，但附手套很貼心。,mixed,超邋遢老喬漢堡|搖滾雙醬漢堡|辣肉醬|花生醬|蔓越莓醬|酸黃瓜|細薯|粗薯,juicy burger patty|large portion|fresh ingredients|good pickles|crispy thin fries|gloves provided,chili sauce average|cranberry sauce not obvious|thick fries average|poor ventilation|oily smell,casual lunch|burger craving|friends meal,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r021_01,r021,Brekkie,顧客認為店內以清水模牆面、暖黃燈飾與木質桌椅營造出工業風與溫馨感兼具的氛圍。早午餐盤可自由搭配，擺盤漂亮且營養均衡。酸種麵包外酥內軟，搭配新鮮酪梨與煙燻鮭魚層次豐富；法式布里歐吐司厚切金黃，搭配鮮奶油、蘋果片與藍莓表現佳。唯一缺點是鐵椅摩擦地板聲音會影響用餐氛圍。,positive,早午餐盤|酸種麵包|酪梨|煙燻鮭魚|法式布里歐吐司|鮮奶油|蘋果片|藍莓|熱拿鐵,beautiful plating|cozy industrial interior|good brunch plate|crispy sourdough|fresh avocado|smoked salmon|good French toast|good latte|nutritious meal,chair noise affects atmosphere,brunch|date|friends gathering|photo-friendly meal,NT$400-600,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r021_02,r021,Brekkie,顧客認為 Brekkie 是大安站附近巷弄內有質感且 CP 值高的早午餐輕食店，環境舒適且共有三層樓。菜單包含輕食、澳式早餐盤與日式定食，餐點可高度客製化，能選擇肉類、麵包、蛋、蔬菜與配菜。柚子胡椒雞胸軟嫩不柴，鹽麴烤雞腿有厚度，溫烤蔬菜種類豐富，日式定食還附味增湯。整體適合一人、兩人或三到四人用餐。,positive,澳式早餐盤|日式定食|酸種麵包|酪梨|煙燻鮭魚|柚香松阪豬|柚子胡椒雞胸|鹽麴烤雞腿|溫烤蔬菜|味增湯,customizable brunch|good value|comfortable environment|three-floor space|good chicken breast|good grilled chicken|many vegetable options|quiet enough for conversation|solo-friendly,parking inconvenient,brunch|solo meal|friends lunch|healthy brunch|casual lunch,NT$200-400,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r021_03,r021,Brekkie,顧客認為這是大安少見的三層樓澳式早午餐店，餐點品項很多元，包含早餐盤、開放式酸麵包、義大利麵、日式定食、法式吐司與蛋糕。整體餐點口味中規中矩，炸玉米脊佐蒔蘿酸奶醬最令人印象深刻。咖啡表現較普通，柚子奶蓋冷萃搭配感不強，小白相對較好。店內有大桌適合多人聚餐，建議先訂位，也有 WiFi、插座與寵物友善特色。,mixed,澳式早餐盤|柚子胡椒清炒義大利麵|炸玉米脊佐蒔蘿酸奶醬|澳式小白|美式咖啡|西西里美式咖啡|柚子奶蓋冷萃咖啡特調|法式吐司|蛋糕,many menu options|three-floor cafe|good fried corn ribs|large table available|pet-friendly|WiFi available|power outlets|good for group gathering,coffee is average|some dishes are average|reservation recommended|two-hour limit when full,brunch|friends gathering|group brunch|pet-friendly meal|work cafe,medium to high,reservation recommended,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r021_04,r021,Brekkie,顧客認為店內裝潢漂亮，但室內較吵，尤其三樓聊天需要提高音量。點了燻鮭沙拉與溫沙拉，溫沙拉中的甜味鷹嘴豆泥讓人覺得奇怪，且兩份沙拉吃到後段時都有些沙拉葉不新鮮，影響整體口感。,negative,燻鮭沙拉|溫沙拉|鷹嘴豆泥,beautiful interior,noisy indoor space|third floor too loud|sweet hummus feels strange|salad leaves not fresh|hard to chew,brunch|friends meal|salad meal,NT$200-400,unknown,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
rev_r021_05,r021,Brekkie,顧客因隔壁花店活動意外發現這家店，五人訂位被安排在二樓六人座空間，實木大桌、燈籠、植栽、落地窗與陽台讓用餐空間非常舒適。早午餐盤主菜份量足夠，烤蔬菜以海鹽簡單調味就很好吃，日式定食可選藜麥烤飯團，可頌與酸種麵包也受到同行友人稱讚。服務親切，適合慶生聚會。,positive,早午餐盤|烤蔬菜|日式定食|藜麥烤飯團|可頌|酸種麵包,comfortable group seating|beautiful second-floor space|large wooden table|good brunch plate|good roasted vegetables|quinoa rice ball option|good croissant|good sourdough|friendly service|birthday-friendly,none,birthday brunch|friends gathering|group brunch|family meal|photo-friendly meal,NT$400-600,reservation recommended for group,manual_summary_or_survey,,2026/5/29,1,Fill this manually from your own summary/interview/user-provided notes. Do not copy long raw Google review text.
